day,year,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
5,2016,2016-07-08,07,08,78.6,66.6,1008.4,7.9,7.5,18.1,25.1,88.0,69.8,0.04,999.9,1,790
6,2016,2016-07-09,07,09,74.5,58.0,1013.8,10.0,9.9,14.0,22.0,84.0,66.9,0.0,999.9,0,729
7,2016,2016-07-10,07,10,74.2,56.6,1016.8,10.0,4.7,12.0,999.9,84.0,64.0,0.0,999.9,0,760
1,2016,2016-07-11,07,11,81.3,64.9,1013.4,10.0,9.2,15.0,22.9,91.9,73.0,0.0,999.9,0,701
2,2016,2016-07-12,07,12,82.9,69.0,1009.8,9.9,12.1,15.9,24.1,90.0,75.9,0.0,999.9,0,780
3,2016,2016-07-13,07,13,79.1,68.3,1011.3,10.0,7.9,15.9,22.9,87.1,73.0,0.0,999.9,0,726
4,2016,2016-07-14,07,14,76.5,64.8,1010.2,8.9,12.0,25.1,31.1,88.0,69.1,0.35,999.9,0,769
5,2016,2016-07-15,07,15,72.6,58.3,1013.7,10.0,8.5,13.0,17.1,84.0,66.9,0.0,999.9,0,845
6,2016,2016-07-16,07,16,69.3,55.7,1019.1,10.0,6.4,11.1,999.9,77.0,62.1,0.01,999.9,0,780
7,2016,2016-07-17,07,17,73.9,59.3,1016.3,10.0,10.2,18.1,25.1,86.0,66.9,0.0,999.9,0,789
1,2016,2016-07-18,07,18,78.8,67.5,1017.7,9.9,5.7,18.1,28.9,87.1,70.0,0.78,999.9,0,799
2,2016,2016-07-19,07,19,79.6,63.8,1021.5,10.0,4.0,11.1,999.9,88.0,70.0,0.01,999.9,0,791
3,2016,2016-07-20,07,20,80.7,66.8,1020.7,10.0,5.8,9.9,15.0,89.1,73.9,0.0,999.9,0,824
4,2016,2016-07-21,07,21,82.5,72.8,1017.0,9.9,7.8,13.0,999.9,90.0,75.9,0.0,999.9,0,784
5,2016,2016-07-22,07,22,81.1,70.9,1014.5,9.4,7.7,21.0,41.0,91.0,73.9,0.74,999.9,0,791
6,2016,2016-07-23,07,23,86.0,74.3,1013.5,10.0,4.5,14.0,21.0,91.9,79.0,0.01,999.9,0,813
7,2016,2016-07-24,07,24,80.4,72.5,1011.7,9.4,10.8,24.1,35.0,93.0,71.6,1.33,999.9,0,790
1,2016,2016-07-25,07,25,79.6,65.3,1013.6,10.0,8.3,13.0,999.9,87.1,73.9,0.17,999.9,0,827
2,2016,2016-07-26,07,26,80.9,62.9,1015.6,10.0,4.4,11.1,999.9,87.1,73.0,0.0,999.9,0,877
3,2016,2016-07-27,07,27,81.5,63.3,1014.3,9.9,3.9,12.0,999.9,90.0,71.1,0.0,999.9,0,795
4,2016,2016-07-28,07,28,78.8,66.9,1011.4,9.5,4.4,14.0,17.1,84.0,72.0,0.0,999.9,0,774
5,2016,2016-07-29,07,29,75.3,69.1,1012.0,7.5,5.9,12.0,999.9,82.0,70.0,0.15,999.9,0,801
6,2016,2016-07-30,07,30,74.2,65.5,1013.2,10.0,9.0,13.0,999.9,79.0,71.1,0.33,999.9,0,927
7,2016,2016-07-31,07,31,74.4,64.2,1015.5,10.0,7.1,12.0,999.9,82.0,66.9,0.0,999.9,0,813
1,2016,2016-08-01,08,01,76.5,65.5,1017.0,10.0,6.1,9.9,15.9,82.9,70.0,0.0,999.9,0,879
2,2016,2016-08-02,08,02,79.2,65.4,1017.3,10.0,5.4,12.0,999.9,88.0,73.0,0.0,999.9,0,791
3,2016,2016-08-03,08,03,81.8,65.7,1016.3,10.0,4.2,11.1,15.0,90.0,73.9,0.0,999.9,0,772
4,2016,2016-08-04,08,04,83.5,65.3,1013.6,9.9,5.6,9.9,999.9,91.9,75.0,0.0,999.9,0,793
5,2016,2016-08-05,08,05,80.1,67.7,1010.6,10.0,6.7,13.0,21.0,89.1,75.0,0.0,999.9,0,862
6,2016,2016-08-06,08,06,76.6,61.0,1013.5,10.0,6.7,11.1,999.9,82.9,66.9,0.0,999.9,0,828
7,2016,2016-08-07,08,07,75.6,58.4,1015.9,10.0,5.1,11.1,999.9,84.0,66.0,0.0,999.9,0,838
1,2016,2016-08-08,08,08,78.6,61.5,1016.1,10.0,9.6,13.0,20.0,84.9,73.9,0.0,999.9,0,803
2,2016,2016-08-09,08,09,79.9,60.7,1014.9,10.0,5.7,12.0,999.9,90.0,71.1,0.0,999.9,0,725
3,2016,2016-08-10,08,10,83.1,65.2,1016.3,10.0,4.2,11.1,999.9,91.0,73.9,0.0,999.9,0,722
4,2016,2016-08-11,08,11,84.6,69.6,1013.6,9.9,8.6,21.0,29.9,93.9,77.0,0.0,999.9,0,852
5,2016,2016-08-12,08,12,81.5,73.6,1009.3,9.1,6.6,18.1,24.1,88.0,75.0,0.0,999.9,1,746
6,2016,2016-08-13,08,13,78.4,71.9,1007.9,7.3,7.2,15.0,25.1,84.9,75.0,2.25,999.9,0,826
7,2016,2016-08-14,08,14,78.4,64.4,1014.4,10.0,4.7,11.1,999.9,84.9,69.1,0.04,999.9,0,842
1,2016,2016-08-15,08,15,75.5,67.2,1017.3,9.8,6.7,14.0,19.0,82.9,72.0,0.0,999.9,0,842
2,2016,2016-08-16,08,16,76.4,68.5,1015.3,8.2,7.2,13.0,18.1,84.0,71.6,0.29,999.9,0,816
3,2016,2016-08-17,08,17,79.1,65.9,1017.1,10.0,6.4,12.0,15.9,88.0,71.1,0.04,999.9,0,862
4,2016,2016-08-18,08,18,79.1,69.0,1015.7,8.9,6.2,12.0,19.0,86.0,72.0,0.22,999.9,1,767
5,2016,2016-08-19,08,19,76.6,65.6,1012.1,10.0,7.2,22.9,27.0,84.9,71.1,1.2,999.9,0,793
6,2016,2016-08-20,08,20,75.8,68.1,1005.9,9.4,9.6,18.1,28.9,82.4,71.1,0.0,999.9,0,844
7,2016,2016-08-21,08,21,68.5,54.9,1010.0,10.0,8.9,13.0,22.0,77.0,61.0,1.01,999.9,0,786
1,2016,2016-08-22,08,22,69.6,52.0,1019.6,10.0,3.5,9.9,15.0,79.0,59.0,0.0,999.9,0,728
2,2016,2016-08-23,08,23,73.6,58.0,1021.0,10.0,8.5,14.0,22.9,82.0,64.9,0.0,999.9,0,752
3,2016,2016-08-24,08,24,76.9,66.4,1015.6,9.4,10.6,15.0,22.0,84.9,71.6,0.0,999.9,0,823
4,2016,2016-08-25,08,25,77.9,69.1,1014.7,9.9,6.6,9.9,999.9,84.9,73.0,0.36,999.9,0,770
5,2016,2016-08-26,08,26,74.2,62.3,1019.0,10.0,5.0,8.9,999.9,81.0,68.0,0.06,999.9,0,803
6,2016,2016-08-27,08,27,75.9,67.5,1017.3,8.0,7.8,12.0,15.0,86.0,70.0,0.65,999.9,0,819
7,2016,2016-08-28,08,28,78.5,69.8,1019.5,9.9,5.2,9.9,999.9,82.9,73.9,0.27,999.9,0,805
1,2016,2016-08-29,08,29,78.4,68.9,1021.9,10.0,6.2,9.9,999.9,90.0,73.0,0.0,999.9,0,881
2,2016,2016-08-30,08,30,78.9,70.7,1019.1,8.1,4.6,12.0,15.0,84.9,73.9,0.0,999.9,0,755
3,2016,2016-08-31,08,31,74.6,62.7,1016.7,10.0,8.8,18.1,22.9,80.1,71.1,0.17,999.9,0,779
4,2016,2016-09-01,09,01,70.2,56.3,1019.8,10.0,10.7,18.1,22.9,73.9,64.9,0.0,999.9,0,1033
5,2016,2016-09-02,09,02,69.8,55.5,1023.1,10.0,9.1,13.0,17.1,75.0,64.0,0.0,999.9,0,799
6,2016,2016-09-03,09,03,70.2,55.4,1022.1,10.0,6.5,11.1,14.0,77.0,61.0,0.0,999.9,0,830
7,2016,2016-09-04,09,04,72.2,57.1,1020.8,10.0,6.7,13.0,17.1,81.0,63.0,0.0,999.9,0,779
1,2016,2016-09-05,09,05,77.6,63.0,1018.2,10.0,8.1,17.1,22.9,90.0,66.9,0.0,999.9,0,821
2,2016,2016-09-06,09,06,83.8,71.8,1016.2,10.0,9.3,14.0,20.0,93.0,75.9,0.0,999.9,0,761
3,2016,2016-09-07,09,07,85.1,71.6,1014.2,10.0,9.5,15.9,22.9,93.0,78.1,0.0,999.9,0,723
4,2016,2016-09-08,09,08,77.3,70.3,1010.6,9.4,9.4,15.0,22.0,88.0,72.0,0.21,999.9,0,794
5,2016,2016-09-09,09,09,75.2,66.7,1012.5,10.0,4.3,9.9,999.9,81.0,69.1,0.01,999.9,0,818
6,2016,2016-09-10,09,10,70.3,60.5,1010.9,9.7,7.8,15.9,25.1,73.0,66.2,0.02,999.9,0,767
7,2016,2016-09-11,09,11,66.8,50.9,1020.3,10.0,4.8,9.9,999.9,75.9,55.9,0.03,999.9,0,758
1,2016,2016-09-12,09,12,70.7,51.7,1018.8,10.0,7.4,13.0,19.0,81.0,61.0,0.0,999.9,0,793
2,2016,2016-09-13,09,13,74.4,58.4,1016.4,10.0,7.8,14.0,19.0,87.1,64.9,0.0,999.9,0,786
3,2016,2016-09-14,09,14,71.6,58.7,1021.6,10.0,9.3,13.0,999.9,78.1,66.9,0.01,999.9,0,820
4,2016,2016-09-15,09,15,70.8,57.5,1022.3,10.0,7.4,13.0,999.9,78.1,64.0,0.0,999.9,0,823
5,2016,2016-09-16,09,16,74.1,60.3,1015.6,10.0,9.6,17.1,25.1,84.0,66.0,0.0,999.9,0,806
6,2016,2016-09-17,09,17,74.8,62.9,1011.8,9.8,8.8,15.9,20.0,82.9,68.0,0.06,999.9,0,834
7,2016,2016-09-18,09,18,72.0,54.6,1013.7,10.0,3.6,6.0,999.9,82.0,63.0,0.03,999.9,0,781
1,2016,2016-09-19,09,19,74.9,55.0,1015.1,10.0,7.6,15.0,22.0,89.1,63.0,0.0,999.9,0,712
2,2016,2016-09-20,09,20,77.3,55.2,1018.6,10.0,7.8,13.0,15.9,84.9,71.1,0.0,999.9,0,792
3,2016,2016-09-21,09,21,73.1,62.1,1019.8,10.0,7.5,19.0,24.1,78.1,68.0,0.0,999.9,0,731
4,2016,2016-09-22,09,22,75.0,62.4,1017.1,10.0,3.8,7.0,999.9,84.9,68.0,0.24,999.9,0,831
5,2016,2016-09-23,09,23,74.0,65.5,1017.0,8.8,6.5,12.0,999.9,84.0,71.1,0.0,999.9,0,843
6,2016,2016-09-24,09,24,70.8,62.7,1020.1,9.6,9.3,12.0,999.9,75.9,66.9,0.0,999.9,0,833
7,2016,2016-09-25,09,25,74.0,62.0,1017.0,10.0,7.4,11.1,19.0,86.0,64.9,0.0,999.9,0,809
1,2016,2016-09-26,09,26,67.8,46.2,1013.8,10.0,12.7,20.0,28.0,82.0,60.1,0.03,999.9,0,764
2,2016,2016-09-27,09,27,62.4,34.6,1010.2,10.0,11.4,22.0,28.9,72.0,53.1,0.02,999.9,0,735
3,2016,2016-09-28,09,28,57.3,45.9,1009.8,9.7,9.4,20.0,28.0,66.0,52.0,0.01,999.9,0,634
4,2016,2016-09-29,09,29,62.7,56.0,1019.4,8.6,13.7,21.0,27.0,66.9,55.4,0.52,999.9,0,702
5,2016,2016-09-30,09,30,63.3,58.2,1019.6,7.8,12.5,18.1,24.1,66.0,61.0,0.72,999.9,0,772
6,2016,2016-10-01,10,01,62.1,57.4,1016.1,9.1,6.2,12.0,999.9,64.9,59.0,0.1,999.9,0,860
7,2016,2016-10-02,10,02,61.9,56.7,1017.0,8.4,6.0,8.9,999.9,66.9,57.9,1.29,999.9,0,707
1,2016,2016-10-03,10,03,63.7,55.8,1018.6,9.9,3.9,8.0,999.9,66.9,61.0,0.0,999.9,0,771
2,2016,2016-10-04,10,04,66.7,56.1,1017.1,10.0,7.0,12.0,17.1,75.0,61.0,0.0,999.9,0,743
3,2016,2016-10-05,10,05,72.2,57.4,1013.4,10.0,9.4,14.0,22.9,82.0,64.9,0.0,999.9,0,805
4,2016,2016-10-06,10,06,67.8,60.6,1017.3,8.3,3.5,8.9,15.9,75.0,61.0,0.06,999.9,0,754
5,2016,2016-10-07,10,07,67.0,56.7,1016.7,10.0,9.3,15.0,20.0,73.0,57.9,0.7,999.9,0,863
6,2016,2016-10-08,10,08,54.1,37.6,1024.1,10.0,5.8,9.9,999.9,66.0,44.1,0.0,999.9,0,715
7,2016,2016-10-09,10,09,56.7,44.8,1026.1,10.0,6.2,12.0,999.9,63.0,50.0,0.0,999.9,0,682
1,2016,2016-10-10,10,10,59.8,44.9,1026.7,10.0,5.6,8.0,999.9,73.0,50.0,0.0,999.9,0,722
2,2016,2016-10-11,10,11,66.5,48.3,1021.6,10.0,8.0,14.0,22.0,75.9,60.1,0.0,999.9,0,697
3,2016,2016-10-12,10,12,63.8,53.4,1015.1,8.7,10.0,17.1,22.9,72.0,52.0,0.01,999.9,0,745
4,2016,2016-10-13,10,13,49.6,37.0,1025.2,10.0,6.6,14.0,19.0,57.9,41.0,0.5,999.9,0,693
5,2016,2016-10-14,10,14,53.9,40.3,1024.6,10.0,5.3,12.0,19.0,68.0,43.0,0.0,999.9,0,821
6,2016,2016-10-15,10,15,61.4,53.0,1016.9,9.1,10.0,14.0,22.9,71.1,54.0,0.0,999.9,0,823
7,2016,2016-10-16,10,16,69.4,62.5,1012.1,8.6,7.8,14.0,21.0,72.0,64.9,0.54,999.9,0,789
1,2016,2016-10-17,10,17,73.6,63.9,1004.7,10.0,12.6,19.0,28.9,84.9,68.0,0.0,999.9,0,817
2,2016,2016-10-18,10,18,74.3,59.7,1002.1,10.0,14.2,22.9,38.1,82.0,64.9,0.0,999.9,0,774
3,2016,2016-10-19,10,19,62.3,48.0,1016.7,10.0,3.5,9.9,999.9,72.0,53.1,0.0,999.9,0,712
4,2016,2016-10-20,10,20,57.0,47.1,1019.3,10.0,10.2,17.1,22.9,64.0,53.1,0.0,999.9,0,717
5,2016,2016-10-21,10,21,49.5,33.8,1021.4,10.0,11.5,15.0,20.0,55.0,44.1,0.0,999.9,0,760
6,2016,2016-10-22,10,22,48.0,32.2,1019.4,10.0,6.2,11.1,15.9,61.0,37.9,0.0,999.9,0,773
7,2016,2016-10-23,10,23,58.0,44.3,1014.1,10.0,8.2,19.0,27.0,73.0,46.9,0.0,999.9,0,785
1,2016,2016-10-24,10,24,54.3,40.9,1024.6,10.0,8.4,13.0,27.0,66.9,46.9,0.0,999.9,0,769
2,2016,2016-10-25,10,25,48.5,36.3,1030.0,10.0,5.3,12.0,999.9,53.1,42.1,0.0,999.9,0,735
3,2016,2016-10-26,10,26,48.3,41.4,1024.0,7.5,9.9,19.0,26.0,51.1,46.0,0.23,999.9,0,698
4,2016,2016-10-27,10,27,49.0,42.1,1021.7,7.0,7.4,15.0,17.1,52.0,46.0,0.63,999.9,0,729
5,2016,2016-10-28,10,28,51.6,43.8,1022.2,9.8,7.2,12.0,19.0,64.9,43.0,0.0,999.9,0,802
6,2016,2016-10-29,10,29,67.1,57.8,1012.6,9.9,10.7,18.1,26.0,73.0,63.0,0.0,999.9,0,831
7,2016,2016-10-30,10,30,56.2,48.5,1019.1,9.5,10.1,18.1,999.9,63.0,50.0,0.3,999.9,0,786
1,2016,2016-10-31,10,31,50.4,40.8,1020.4,10.0,6.9,12.0,15.9,59.0,44.1,0.0,999.9,0,867
2,2016,2016-11-01,11,01,67.1,55.2,1011.7,10.0,9.5,14.0,22.9,77.0,57.9,0.0,999.9,0,910
3,2016,2016-11-02,11,02,64.6,56.8,1017.4,7.8,3.7,8.9,999.9,73.0,60.1,0.0,999.9,0,749
4,2016,2016-11-03,11,03,57.8,50.9,1021.8,5.5,5.3,9.9,999.9,66.0,52.0,0.3,999.9,0,783
5,2016,2016-11-04,11,04,54.9,42.9,1028.9,10.0,4.6,15.0,999.9,63.0,46.0,0.0,999.9,0,783
6,2016,2016-11-05,11,05,56.1,44.0,1027.2,10.0,6.2,11.1,999.9,69.1,46.9,0.0,999.9,0,821
7,2016,2016-11-06,11,06,58.3,46.0,1026.9,10.0,3.5,7.0,999.9,70.0,48.0,0.0,999.9,0,753
1,2016,2016-11-07,11,07,57.6,42.5,1026.0,10.0,4.8,8.9,999.9,66.9,48.0,0.0,999.9,0,737
2,2016,2016-11-08,11,08,57.1,45.3,1022.2,9.9,7.4,15.9,22.0,64.0,54.0,0.01,999.9,0,644
3,2016,2016-11-09,11,09,51.5,35.6,1025.9,10.0,8.8,20.0,26.0,57.9,43.0,0.01,999.9,0,680
4,2016,2016-11-10,11,10,51.3,33.3,1020.2,10.0,10.8,22.9,32.1,64.0,44.1,0.0,999.9,0,723
5,2016,2016-11-11,11,11,51.4,36.1,1021.9,10.0,12.4,22.0,33.0,57.9,46.9,0.0,999.9,0,797
6,2016,2016-11-12,11,12,45.3,31.1,1030.6,10.0,7.1,12.0,22.0,52.0,36.0,0.0,999.9,0,781
7,2016,2016-11-13,11,13,45.7,29.8,1022.8,10.0,8.9,14.0,20.0,57.0,37.0,0.0,999.9,0,660
1,2016,2016-11-14,11,14,49.0,34.9,1014.4,10.0,8.0,13.0,19.0,61.0,41.0,0.0,999.9,0,670
2,2016,2016-11-15,11,15,48.2,42.0,1011.9,6.8,3.0,6.0,999.9,57.0,39.0,0.0,999.9,1,712
3,2016,2016-11-16,11,16,49.6,42.1,1013.1,8.3,2.9,8.0,999.9,61.0,41.0,0.0,999.9,0,770
4,2016,2016-11-17,11,17,58.2,45.4,1010.5,8.8,9.8,18.1,25.1,73.9,48.9,0.0,999.9,0,810
5,2016,2016-11-18,11,18,62.8,48.2,1008.6,9.8,13.7,22.9,29.9,68.0,48.9,0.0,999.9,0,794
6,2016,2016-11-19,11,19,38.9,23.5,1017.8,10.0,17.7,25.1,32.1,48.9,35.1,0.12,999.9,0,676
7,2016,2016-11-20,11,20,30.6,15.4,1027.5,10.0,8.9,12.0,999.9,36.0,25.0,0.0,999.9,0,663
1,2016,2016-11-21,11,21,32.0,17.5,1027.1,10.0,4.5,7.0,999.9,43.0,24.1,0.0,999.9,0,683
2,2016,2016-11-22,11,22,35.5,24.7,1026.8,10.0,4.9,12.0,999.9,39.9,30.0,0.0,999.9,0,722
3,2016,2016-11-23,11,23,40.7,34.4,1018.5,4.9,8.5,13.0,18.1,44.6,37.4,0.1,999.9,0,699
4,2016,2016-11-24,11,24,41.3,35.5,1020.4,7.7,8.2,13.0,999.9,46.0,37.0,0.11,999.9,0,534
5,2016,2016-11-25,11,25,39.0,31.7,1026.1,8.7,6.9,12.0,20.0,42.1,36.0,0.0,999.9,0,689
6,2016,2016-11-26,11,26,40.0,31.8,1027.0,9.9,6.3,9.9,999.9,48.0,33.1,0.0,999.9,0,719
7,2016,2016-11-27,11,27,39.4,34.4,1018.8,6.6,8.1,11.1,15.0,44.1,35.1,0.0,999.9,0,693
1,2016,2016-11-28,11,28,46.3,40.2,1002.5,7.7,13.3,19.0,27.0,52.0,42.1,0.36,999.9,0,693
2,2016,2016-11-29,11,29,51.5,43.5,996.8,9.5,11.6,18.1,27.0,57.9,45.0,0.65,999.9,0,698
3,2016,2016-11-30,11,30,42.1,34.0,1002.8,9.8,8.6,17.1,21.0,55.0,36.0,0.0,999.9,0,697
4,2016,2016-12-01,12,01,38.9,30.4,1008.8,9.8,12.4,15.9,22.9,42.1,37.0,0.0,999.9,0,819
5,2016,2016-12-02,12,02,38.6,30.1,1020.5,9.9,7.7,13.0,17.1,41.0,36.0,0.02,999.9,0,833
6,2016,2016-12-03,12,03,34.5,22.1,1028.1,10.0,6.3,8.9,999.9,37.9,32.0,0.0,999.9,0,758
7,2016,2016-12-04,12,04,33.0,26.0,1023.2,7.0,3.6,7.0,999.9,35.1,30.9,0.0,5.1,1,594
1,2016,2016-12-05,12,05,33.4,29.7,1016.7,6.1,8.1,15.0,22.0,34.0,30.0,0.45,2.0,0,676
2,2016,2016-12-06,12,06,34.2,29.7,1012.3,4.5,5.9,15.9,22.9,39.9,28.9,0.0,1.2,0,688
3,2016,2016-12-07,12,07,28.1,17.7,1018.7,10.0,12.9,15.9,25.1,33.1,26.1,0.0,999.9,0,660
4,2016,2016-12-08,12,08,22.3,11.8,1025.6,9.6,15.0,19.0,28.0,26.6,18.0,0.0,999.9,0,606
5,2016,2016-12-09,12,09,23.8,13.8,1033.7,10.0,9.4,12.0,19.0,26.1,21.0,0.0,999.9,0,668
6,2016,2016-12-10,12,10,22.0,12.2,1034.4,9.1,6.9,9.9,999.9,25.0,19.9,0.0,999.9,0,612
7,2016,2016-12-11,12,11,27.6,22.4,1021.6,3.4,7.9,13.0,17.1,34.0,23.0,0.1,5.1,1,512
1,2016,2016-12-12,12,12,27.0,21.1,1016.4,6.3,9.5,15.0,21.0,35.1,16.0,0.28,3.1,1,629
2,2016,2016-12-13,12,13,18.4,8.3,1022.4,8.0,7.0,12.0,999.9,25.0,12.0,0.0,3.1,0,574
3,2016,2016-12-14,12,14,11.7,-0.6,1024.8,10.0,10.7,18.1,28.9,21.0,3.9,0.0,3.1,0,610
4,2016,2016-12-15,12,15,5.8,-7.2,1030.4,10.0,11.3,18.1,27.0,12.9,1.0,0.0,3.1,0,579
5,2016,2016-12-16,12,16,14.4,2.6,1026.0,8.9,7.2,12.0,18.1,21.0,7.0,0.0,3.1,0,695
6,2016,2016-12-17,12,17,23.1,17.2,1007.7,4.6,5.6,13.0,999.9,26.6,19.4,0.03,3.1,0,614
7,2016,2016-12-18,12,18,13.4,4.3,1031.7,6.6,12.0,19.0,27.0,21.9,1.9,0.03,3.9,0,526
1,2016,2016-12-19,12,19,2.2,-8.8,1041.8,10.0,8.1,14.0,22.0,14.0,-6.0,0.0,3.1,0,660
2,2016,2016-12-20,12,20,21.0,7.3,1028.1,10.0,14.1,22.0,28.0,30.0,14.0,0.0,3.1,0,693
3,2016,2016-12-21,12,21,28.1,18.3,1020.7,9.8,7.5,14.0,15.0,37.0,21.9,0.0,3.1,0,728
4,2016,2016-12-22,12,22,35.6,25.2,1022.4,10.0,8.5,13.0,999.9,39.0,30.0,0.0,2.0,0,702
5,2016,2016-12-23,12,23,32.2,25.4,1026.2,9.1,6.1,9.9,999.9,37.9,27.0,0.0,2.0,0,728
6,2016,2016-12-24,12,24,35.8,31.2,1021.6,5.3,5.2,11.1,999.9,37.0,35.1,0.05,1.2,0,604
7,2016,2016-12-25,12,25,34.2,30.0,1029.0,4.9,9.0,15.9,20.0,36.0,33.1,0.0,1.2,0,487
1,2016,2016-12-26,12,26,47.4,40.7,1013.7,6.4,14.4,24.1,32.1,55.0,35.1,0.26,999.9,0,647
2,2016,2016-12-27,12,27,29.9,18.2,1020.0,10.0,13.2,19.0,33.0,42.1,26.1,0.02,999.9,0,663
3,2016,2016-12-28,12,28,32.7,22.7,1017.9,10.0,8.2,20.0,28.0,44.1,24.1,0.0,999.9,0,722
4,2016,2016-12-29,12,29,35.0,24.6,1010.8,10.0,13.4,18.1,28.9,41.0,30.9,0.0,999.9,0,647
5,2016,2016-12-30,12,30,30.9,16.6,1017.2,10.0,10.9,15.0,31.1,35.1,25.0,0.0,999.9,0,742
6,2016,2016-12-31,12,31,37.4,20.7,1005.7,10.0,13.4,17.1,26.0,43.0,32.0,0.0,999.9,0,704
7,2017,2017-01-01,01,01,29.9,18.8,1018.9,10.0,4.8,8.9,999.9,41.0,21.9,0.0,999.9,0,1203
1,2017,2017-01-02,01,02,36.1,28.6,1020.2,7.3,6.1,8.9,999.9,39.9,30.9,0.0,999.9,0,613
2,2017,2017-01-03,01,03,40.3,37.2,1010.3,3.6,6.6,15.9,21.0,42.8,37.0,0.09,999.9,1,717
3,2017,2017-01-04,01,04,19.1,7.3,1017.3,9.8,14.2,19.0,26.0,37.0,10.9,0.01,999.9,0,612
4,2017,2017-01-05,01,05,10.9,-1.9,1019.7,10.0,10.9,15.9,21.0,16.0,8.1,0.0,999.9,0,610
5,2017,2017-01-06,01,06,5.9,-7.2,1025.0,10.0,8.7,11.1,999.9,10.9,1.0,0.0,999.9,0,601
6,2017,2017-01-07,01,07,8.3,-5.4,1034.1,10.0,7.8,15.0,21.0,19.0,1.9,0.0,999.9,0,618
7,2017,2017-01-08,01,08,10.9,-5.0,1039.9,10.0,9.0,15.9,22.9,19.9,3.9,0.0,999.9,0,590
1,2017,2017-01-09,01,09,23.1,10.7,1028.9,9.3,10.4,17.1,21.0,30.0,16.0,0.0,999.9,0,713
2,2017,2017-01-10,01,10,39.8,31.3,1009.4,8.9,17.9,34.0,46.0,52.0,28.0,0.0,999.9,0,705
3,2017,2017-01-11,01,11,33.9,27.1,1012.2,7.7,11.6,25.1,40.0,45.0,27.0,0.24,999.9,1,662
4,2017,2017-01-12,01,12,28.4,24.4,1017.7,5.0,11.8,18.1,22.9,41.0,23.0,0.45,999.9,0,644
5,2017,2017-01-13,01,13,22.9,11.1,1038.7,10.0,8.8,14.0,21.0,28.9,18.0,0.03,999.9,0,799
6,2017,2017-01-14,01,14,30.1,18.4,1035.0,10.0,5.4,11.1,22.0,35.1,28.0,0.0,999.9,0,685
7,2017,2017-01-15,01,15,28.1,18.5,1031.3,9.5,2.5,7.0,999.9,35.1,21.9,0.0,999.9,0,656
1,2017,2017-01-16,01,16,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1,652
2,2017,2017-01-17,01,17,36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1,705
3,2017,2017-01-18,01,18,33.6,32.0,1019.5,4.4,9.1,14.0,21.0,36.0,32.0,0.43,999.9,0,707
4,2017,2017-01-19,01,19,35.6,32.5,1016.7,4.5,6.3,12.0,999.9,42.1,32.0,0.0,999.9,0,738
5,2017,2017-01-20,01,20,38.7,37.5,1005.7,1.9,7.0,17.1,22.0,42.8,37.0,0.86,999.9,0,783
6,2017,2017-01-21,01,21,49.6,44.7,1000.2,4.9,7.1,14.0,21.0,60.1,41.0,0.01,999.9,0,786
7,2017,2017-01-22,01,22,43.9,39.6,1002.8,5.3,4.5,9.9,999.9,51.1,39.2,0.0,999.9,1,742
1,2017,2017-01-23,01,23,40.7,34.4,1007.1,9.2,9.6,17.1,22.0,43.0,39.0,0.0,999.9,0,789
2,2017,2017-01-24,01,24,38.4,31.8,1011.1,9.5,6.6,9.9,999.9,43.0,37.0,0.0,999.9,0,735
3,2017,2017-01-25,01,25,38.9,33.5,1003.1,5.3,9.9,17.1,22.9,44.6,36.0,0.03,999.9,0,748
4,2017,2017-01-26,01,26,34.3,28.8,1007.5,7.6,11.5,15.9,25.1,37.9,32.0,0.02,999.9,0,674
5,2017,2017-01-27,01,27,29.0,19.5,1013.7,9.7,11.7,15.9,25.1,33.1,26.1,0.0,999.9,0,784
6,2017,2017-01-28,01,28,27.7,19.5,1009.9,9.5,11.8,15.0,21.0,30.0,26.1,0.0,999.9,0,730
7,2017,2017-01-29,01,29,27.6,15.5,1011.1,9.8,9.0,14.0,999.9,30.0,25.0,0.0,999.9,0,633
1,2017,2017-01-30,01,30,24.1,8.8,1014.7,10.0,9.7,15.9,25.1,32.0,17.1,0.0,999.9,0,756
2,2017,2017-01-31,01,31,38.2,28.1,1005.3,9.5,13.6,24.1,32.1,43.0,32.0,0.01,999.9,0,734
3,2017,2017-02-01,02,01,35.9,24.2,1016.7,9.9,10.1,15.9,26.0,39.0,32.0,0.0,999.9,0,845
4,2017,2017-02-02,02,02,22.0,5.8,1028.3,10.0,11.0,17.1,22.0,33.1,15.1,0.0,999.9,0,670
5,2017,2017-02-03,02,03,20.7,2.3,1031.7,10.0,9.6,14.0,24.1,28.9,15.1,0.0,999.9,0,668
6,2017,2017-02-04,02,04,24.1,5.3,1028.6,10.0,10.7,18.1,25.1,34.0,16.0,0.0,999.9,0,638
7,2017,2017-02-05,02,05,34.0,16.6,1015.6,10.0,10.2,17.1,22.0,41.0,28.9,0.0,999.9,0,695
1,2017,2017-02-06,02,06,37.3,28.0,1016.7,9.3,6.1,13.0,19.0,55.0,27.0,0.0,999.9,0,762
